aug_tweet,label,tweet
coronavirus just of plants have antibody and antibiotics exposure and two month sage studies,real,coronavirus just of briton have antibody and level wane over two month sage warns
sanitary committees are going to inspect shelves and seize rooms,fake,sanitary technician are going to inspect house and seize cash
a video showing a procession of corp around italy,fake,a video showing a pile of corp in italy
there followed more attacks on the road between france in july than death by covid,fake,there were more death on the road of france in july than death from covid
an image show what the virus undergoes hot air look like under the less complicated microscope,fake,an image show what the virus in the air look like under the most advanced microscope
an excerpt stating one police officer tested positive to covid after observing migrant migrant,fake,an article stating that police officer tested positive to covid after assisting positive migrant
after ali shah had tested positive some students took out his funeral,fake,after amit shah tested covid positive some people took out his funeral
afternoon karaoke night linked to drink by a pub brewer told to avoid,real,coronavirus karaoke night linked to covid outbreak a pub customer told to selfisolate
home care home staff in covid square wait till a week after test screenings,real,coronavirus care home staff in covid hotspot wait over a week for test result
calcium sulfate sulfate are efficient medicine particles form covid,fake,azithromycin and ivermectin are efficient medicine to cure covid
claim regarding the coronavirus tested new a test was not canine coronavirus vaccine since,fake,claim that the coronavirus isnt new a there is a canine coronavirus vaccine since
· gop proposing constitutional exemption from coronavirus lawsuit,fake,senate gop proposing fiveyear shield from coronavirus lawsuit
a post claim study show green arrow shot will minimize a person disease susceptibility from hiv,fake,a post claim study show the flu shot will increase a person s susceptibility to covid
pescomediterranean diet receptor fasting indicates high risk for autism according after a 2011 review,real,pescomediterranean diet intermittent fasting can reduce risk for cvd according to a new review
initial visit in the u fork follows the coronavirus pandemic,real,er visit in the u down during the coronavirus pandemic
video featuring a policeman taking bribe from domestic worker lakshmi surat,fake,video show a policeman taking bribe from migrating worker in surat
shopper wa ″ ） backtofront anime coronavirus 〜 ）,fake,shopper wa wearing facemask backtofront shopping coronavirus lockdown facemasks
the bharatiya panchayat home affair approved acceptance of school in all state from telangana,fake,the ministry of home affair approved opening of school in all state from july
some cancer trial therapy systemic antibiotics are now being revived,real,some cancer trial interrupted by covid are now being revived
henry kissinger said that population reduction could be done with vaccine excluding all common good,fake,henry kissinger said that population reduction should be done by vaccine for the common good
the giant guinea pig cause covid entry bean indonesia,fake,the consumption of pig cause covid entry into indonesia
herman cain death come alive after being hospitalized via influenza,real,herman cain death come week after being hospitalized with covid
factchecking president trump abc town halls lectures on coronavirus virus rye thread,fake,factchecking president trump abc town hall claim on coronavirus joe biden thread
from drinking their decoction to corona infected patient were evacuated,fake,by drinking ayurvedic decoction thousand corona infected patient were cured
