id,tweet,label
942,the bill and melinda gate foundation headquarters is called the centre for global human population reduction,fake
943,photo show crowd at anticoronavirus lockdown rally in berlin,fake
944,uk public s confidence in the covid vaccine ha now edged over,real
945,in the last two week state have broken their record for the most number of new case in one day that includes most southern state and all but three western state,real
946,if you are in la vega and you get a knock on your door from nv power census or cvd tester do not open your door they are robbing people at gunpoint,fake
947,i am the physician that discovered the cure for corona when i myself had it it is colloidal silver another word for liquid silver a natural antibiotic tell every im an isolated individual having trouble spreading the msg but happy to greet survivers,fake
948,azimpremji foundation is truly one of the most inspirational force of social change thank you for changing the life of our kid salaambaalakngo,fake
949,during lock down period such a fantastic natural scenery on sea beach near chandrabhaga puri to konark marine drive road,fake
950,realdonaldtrump ha claimed that the u s ha one of the lowest mortality rate in the world from covid thats false,fake
951,news bbc replaces nichola sturgeon s pandemic briefing with jamie oliver making curried haggis,fake
952,coronavirusupdates statewise detail of total confirmed covid 19 case till september am state with confirmed case state with confirmed case state with confirmed case total no of confirmed case so far,real
953,coronavirus will vote trump donaldtrump coronavirus covid 19,fake
954,similar arrangement are being investigated in rotorua but in the meantime the confirmed case ha been transferred to the jet park hotel,real
955,my wife is suffering from coronavirus and she is pregnant the doctor said she won t survive it,fake
956,indiafightscorona the number of recovered patient ha outpaced the active case by more than lakh the recovered patient have increased to more than time the active case a on date secretary mohfw_india staysafe indiawillwin icmrdelhi,real
957,there are no recovered case to report today meaning the number of active case in new zealand is there is no one in new zealand receiving hospitallevel care for covid,real
